col_id,vernacular_names_eng,vernacular_names_spa,vernacular_names_por,vernacular_names_fra,vernacular_names_rus,vernacular_names_deu,vernacular_names_ita,vernacular_names_jpn,vernacular_names_zho,vernacular_names_kor
C4C9M,Peach-fronted Parakeet,Aratinga frentidorada,periquito-rei,Conure couronnée,,,,,,
C4CB2,Brown-throated Parakeet,Aratinga pertinaz,periquito-de-bochecha-parda,Conure cuivrée,,,,,,
C4C9R,Orange-fronted Parakeet,Aratinga frentinaranja,periquito-de-testa-laranja,Conure à front rouge,,,,,,
C4C9W,"Jamaican Parakeet, Olive-throated Parakeet",Aratinga jamaicana,periquito-da-jamaica,Conure naine,,,,,,
C3MD7,"Yellow-faced Amazon, Yellow-faced Parrot",Amazona del Cerrado,papagaio-galego,Amazone à face jaune,,,,,,
C4FWS,"Yellow-tailed Black Cockatoo, Yellow-tailed Black-cockatoo",Cacatúa fúnebre coliamarilla,cacatua-negra-de-cauda-amarela,Cacatoès funèbre,,,,,,
C4FWR,"Baudin's Black Cockatoo, Long-billed Black Cockatoo, Long-billed Black-cockatoo",Cacatúa fúnebre piquilarga,cacatua-negra-de-bico-longo,Cacatoès de Baudin,,,,,,
C4FWX,"Carnaby's Black Cockatoo, Short-billed Black Cockatoo, Short-billed Black-cockatoo",Cacatúa fúnebre piquicorta,cacatua-negra-de-bico-curto,Cacatoès à rectrices blanches,,,,,,
PV5C,Gang-gang Cockatoo,Cacatúa gangang,cacatua-gang-gang,Cacatoès à tête rouge,,,,,,
Q6YB,"Red-tailed Black Cockatoo, Red-tailed Black-cockatoo",Cacatúa colirroja,cacatua-negra-de-cauda-vermelha,Cacatoès banksien,,,,,,
698WF,"Glossy Black Cockatoo, Glossy Black-cockatoo",Cacatúa lustrosa,cacatua-preto-brilhante,Cacatoès de Latham,,,,,,
77Y7H,Palm Cockatoo,Cacatúa enlutada,cacatua-das-palmeiras,Cacatoès noir,,,,,,
P57F,"Philippine Cockatoo, Red-vented Cockatoo",Cacatúa filipina,catatua-filipina,Cacatoès des Philippines,,,,,,
5X5JZ,White Cockatoo,Cacatúa blanca,catatua-branca,Cacatoès blanc,,,,,,
P57L,Little Corella,Cacatúa sanguínea,cacatua-corella-pequena,Cacatoès corella,,,,,,
3MD6R,glassy-winged sharpshooter,,,,,,,,,
P57H,Salmon-crested Cockatoo,Cacatúa moluqueña,cacatua-das-molucas,Cacatoès à huppe rouge,,,,,,
P57J,Blue-eyed Cockatoo,Cacatúa oftálmica,cacatua-de-olhos-azuis,Cacatoès aux yeux bleus,,,,,,
P57G,"Major Mitchell's Cockatoo, Pink Cockatoo",,,,,,,,,
P57M,Yellow-crested Cockatoo,Cacatúa sulfúrea,cacatua-de-crista-amarela,Cacatoès soufré,,,,,,
P57B,"Broad-crested Corella, Ducorps's Cockatoo, Solomon Islands Corella, Solomons Cockatoo, Solomons Corella",Cacatúa de las Salomón,cacatua-ducorps,Cacatoès de Ducorps,,,,,,
68TJZ,Tanimbar Corella,Cacatúa de las Tanimbar,cacatua-de-goffin,Cacatoès de Goffin,,,,,,
P57K,Western Corella,Cacatúa cavadora,cacatua-pastinator,Cacatoès laboureur,,,,,,
P57N,Long-billed Corella,Cacatúa picofina,cacatua-corella-de-bico-longo,Cacatoès nasique,,,,,,
C3K96,Citron-crested Cockatoo,,,,,,,,,
P57C,Sulphur-crested Cockatoo,Cacatúa galerita,cacatua-de-crista-amarela,Cacatoès à huppe jaune,,,,,,
46L26,,,,,,,,ヒラベニオウギガニ (hirabeniougigani),,
486M2,Cockatiel,Cacatúa ninfa,cocatiel,Calopsitte élégante,,,,,,
6FJCY,Galah,Cacatúa galah,cacatua-galah,Cacatoès rosalbin,,,,,,
748VQ,New Zealand Kaka,Kaka,kaka,Nestor superbe,,,,,,
4793F,Kea,Kea,papagaio-da-nova-zelândia,Nestor kéa,,,,,,
4793G,"Norfolk Island Kaka, Norfolk Kaka",Kaka de la Norfolk,kaka-de-norfolk,Nestor de Norfolk,,,,,,
5326S,Kakapo,Kakapo,kakapo,Strigops kakapo,,,,,,
4MFF3,"Blue-crowned Racket-tail, Blue-crowned Racquet-tail",Lorito momoto coroniazul,,Palette à couronne bleue,,,,,,
C3F4Q,"Mindoro Racket-tail, Mindoro Racquet-tail",Lorito momoto de Mindoro,,Palette de Mindoro,,,,,,
4MFF5,"Green Racket-tail, Green Racquet-tail",Lorito momoto de Luzón,,Palette verte,,,,,,
4MFF4,"Yellow-breasted Racket-tail, Yellow-breasted Racquet-tail",Lorito momoto amarillento,,Palette de Cassin,,,,,,
4MFF9,"Golden-mantled Racket-tail, Golden-mantled Racquet-tail",Lorito momoto dorsidorado,,Palette à manteau d'or,,,,,,
4MFF7,"Luzon Montane Racquet-tail, Luzon Racquet-tail, Montane Racket-tail, Montane Racquet-tail",Lorito momoto montano,,Palette momot,,,,,,
4MFF6,"Buru Racket-tail, Buru Racquet-tail",Lorito momoto de Buru,,Palette de Buru,,,,,,
4MFFB,"Mindanao Montane Racquet-tail, Mindanao Racket-tail, Mindanao Racquet-tail",Lorito momoto de Mindanao,,Palette de Mindanao,,,,,,
77WQW,"Blue-winged Racket-tail, Blue-winged Racquet-tail, Sulu Racquet-tail",Lorito momoto de las Sulu,,Palette des Sulu,,,,,,
4MFF8,"Blue-headed Racket-tail, Blue-headed Racquet-tail",Lorito momoto de Palawan,,Palette de Palawan,,,,,,
3FPQN,Red-cheeked Parrot,Lorito carirrojo,,Perruche de Geoffroy,,,,,,
3FPQP,"Singing Parrot, Song Parrot",Lorito heteróclito,,Perruche hétéroclite,,,,,,
3FPQQ,Blue-collared Parrot,Lorito acollarado,,Perruche à col bleu,,,,,,
4LPCZ,Superb Parrot,Perico soberbio,periquito-soberbo,Perruche de Barraband,,,,,,
4LPCX,Princess Parrot,Perico princesa,periquito-princesa,Perruche d'Alexandra,,,,,,
4LPCY,Regent Parrot,Perico regente,periquito-regente,Perruche mélanure,,,,,,
4QKG2,Red-capped Parrot,Perico capelo,periquito-cabeça-púrpura,Perruche à tête pourpre,,,,,,
KS32,Australian Ringneck,Perico de Port Lincoln,periquito-port-lincoln,Perruche à collier jaune,,,,,,
FX6L,"Jonquil Parrot, Olive-shouldered Parrot",Papagayo de Timor,periquito-de-asa-vermelha-de-timor,Perruche jonquille,,,,,,
FX6K,Red-winged Parrot,Papagayo alirrojo,periquito-de-encontro-vermelho,Perruche érythroptère,,,,,,
4PKDJ,Pesquet's Parrot,Loro aguileño,papagaio-de-pesquet,Psittrichas de Pesquet,,,,,,
3MD5Y,Johnson grass sharpshooter,,,,,,,,,
4MW3H,"Crimson Shining Parrot, Crimson Shining-parrot, Kadavu Shining Parrot",Papagayo escarlata,,Perruche écarlate,,,,,,
4MW3J,"Maroon Shining Parrot, Maroon Shining-parrot, Red Shining Parrot, Red Shining-Parrot",Papagayo granate,,Perruche pompadour,,,,,,
4MW3G,"Masked Shining Parrot, Masked Shining-parrot",Papagayo enmascarado,,Perruche masquée,,,,,,
65VDQ,"Moluccan King Parrot, Moluccan King-parrot",Papagayo moluqueño,periquito-rei-amboina,Perruche tricolore,,,,,,
BSLW,"Australian King Parrot, Australian King-parrot",Papagayo australiano,periquito-rei-australiano,Perruche royale,,,,,,
BSLV,"Papuan King Parrot, Papuan King-parrot",Papagayo papú,periquito-rei-de-asa-verde,Perruche à ailes vertes,,,,,,
C42F3,Oceanic Parrot,,,,,,,,,
38N6H,"Eclectus Parrot, Moluccan Eclectus",Loro ecléctico,papagaio-eclectus,Grand Éclectus,,,,,,
46Q3Z,"Scarlet-chested Parakeet, Scarlet-chested Parrot, Splendid Parakeet",Periquito espléndido,periquito-esplêndido,Perruche splendide,,,,,,
46Q3Y,"Turquoise Parakeet, Turquoise Parrot",Periquito turquesa,periquito-turquesa,Perruche turquoisine,,,,,,
46Q3W,Elegant Parrot,Periquito elegante,periquito-elegante,Perruche élégante,,,,,,
46Q3V,Blue-winged Parrot,Periquito crisóstomo,periquito-de-asa-azul,Perruche à bouche d'or,,,,,,
7483J,"Orange-bellied Parakeet, Orange-bellied Parrot",Periquito ventrinaranja,periquito-de-barriga-laranja,Perruche à ventre orange,,,,,,
46Q3X,Rock Parrot,Periquito roquero,periquito-da-rocha,Perruche des rochers,,,,,,
3ZN3R,Budgerigar,Periquito común,periquito-australiano,Perruche ondulée,,,,,,
4FJ7V,Night Parrot,Perico nocturno,periquito-de-barriga-laranja,Perruche nocturne,,,,,,
4FJ7W,"Eastern Ground Parrot, Ground Parrot",Perico terrestre,arara-de-cabeça-azul,Perruche terrestre,,,,,,
3MD63,"lacertate sharpshooter, lacertate sharpshooter, smoketree sharpshooter, smoketree sharpshooter",,,,,,,,,
3SJ4D,Swift Parrot,Periquito migrador,periquito-andorinha,Perruche de Latham,,,,,,
C4B5X,"Ouvea Parakeet, Short-horned Parrot",Perico de Uvea,periquito-de-uvea,Perruche d'Ouvéa,,,,,,
3CG7W,"Horned Parakeet, Long-Horned Parakeet",Perico cornudo,periquito-de-chifres,Perruche cornue,,,,,,
C3G2W,Reischek's Parakeet,,,Perruche de Reischek,,,,,,
C3G2Z,Lord Howe Parakeet,,,Perruche de Lord Howe,,,,,,
32NXJ,Raiatea Parakeet,Perico de Raiatea,periquito-de-raiatea,Perruche de Raiatea,,,,,,
32NXH,"New Caledonian Parakeet, Red-crowned Parakeet",,periquito-da-nova-caledônia,Perruche de Nouvelle-Calédonie,,,,,,
32NXD,"Norfolk Island Parakeet, Norfolk Parakeet",Perico de Norfolk,,Perruche de Norfolk,,,,,,
32NXL,Black-fronted Parakeet,Perico frentinegro,periquito-do-tahiti,Perruche de Tahiti,,,,,,
6C4Q7,"Chatham Islands Parakeet, Chatham Parakeet, Forbes' Parakeet",Perico de las Chatham,periquito-de-peito-amarelo-da-ilha-chatham,Perruche des Chatham,,,,,,
46L2D,strawberry crab,,,,,,,ベニホシヒラオウギガニ (benihoshihiraougigani),,
32NXF,Malherbe's Parakeet,Perico maorí montano,kakariki-fronte-laranja,Perruche de Malherbe,,,,,,
32NXG,"Red-crowned Parakeet, Red-fronted Parakeet",Perico maorí cabecirrojo,kakariki-fronte-vermelha,Perruche de Sparrman,,,,,,
C3G2V,Macquarie Parakeet,,,Perruche de Macquarie,,,,,,
32NXC,"Yellow-crowned Parakeet, Yellow-fronted Parakeet",Perico maorí cabecigualdo,kakariki-fronte-amarela,Perruche à tête d'or,,,,,,
32NXK,Antipodes Parakeet,Perico de las Antípodas,,Perruche des Antipodes,,,,,,
4NGTM,Red-rumped Parrot,Perico dorsirrojo,periquito-dorso-vermelho,Perruche à croupion rouge,,,,,,
4JP8L,Northern Rosella,Perico gracioso,rosela-do-norte,Perruche gracieuse,,,,,,
4JP8C,"Pale-headed Rosella, White-cheeked Rosella",Perico pálido,rosela-pálida,Perruche à tête pâle,,,,,,
77PPD,Green Rosella,Perico de Tasmania,rosela-da-caledônia,Perruche à ventre jaune,,,,,,
4JP8F,Crimson Rosella,Perico elegante,rosela-elegante,Perruche de Pennant,,,,,,
4JP8G,Eastern Rosella,Perico multicolor,rosela-multicolorida,Perruche omnicolore,,,,,,
4JP8K,Western Rosella,Perico carigualdo,rosela-do-leste,Perruche à oreilles jaunes,,,,,,
3W7DL,"Camiguin Hanging Parrot, Camiguin Hanging-Parrot",Lorículo de Camiguin,,Coryllis de Camiguin,,,,,,
6QNY3,"Bismarck Hanging Parrot, Bismarck Hanging-parrot, Green-fronted Hanging Parrot, Green-fronted Hanging-Parrot",Lorículo de las Bismarck,,Coryllis des Bismarck,,,,,,
3W7DM,"Sangihe Hanging Parrot, Sangihe Hanging-parrot",Lorículo de la Sangihe,,Coryllis des Sangir,,,,,,
3W7DV,"Vernal Hanging Parrot, Vernal Hanging-parrot",Lorículo vernal,lóris-indiano,Coryllis vernal,,,,,,
3W7DS,"Yellow-throated Hanging Parrot, Yellow-throated Hanging-parrot",Lorículo de Java,,Coryllis à gorge jaune,,,,,,
3W7DT,"Great Hanging Parrot, Sulawesi Hanging Parrot, Sulawesi Hanging-parrot",Lorículo de Célebes,,Coryllis des Célèbes,,,,,,
3W7DJ,"Orange-fronted Hanging Parrot, Orange-fronted Hanging-parrot, Papuan Hanging-Parrot",Lorículo papú,,Coryllis à front orange,,,,,,
3W7DH,"Moluccan Hanging Parrot, Moluccan Hanging-parrot",Lorículo amable,,Coryllis des Moluques,,,,,,
C3M6D,"Sula Hanging Parrot, Sula Hanging-parrot",Lorículo de las Sula,,Coryllis des Sula,,,,,,
3W7DQ,"Blue-crowned Hanging Parrot, Blue-crowned Hanging-parrot",Lorículo coroniazul,,Coryllis à tête bleue,,,,,,
3W7DP,"Flores Hanging-parrot, Wallace's Hanging Parrot, Wallace's Hanging-Parrot",Lorículo de Flores,,Coryllis de Wallace,,,,,,
3W7DR,"Colasisi, Philippine Hanging Parrot, Philippine Hanging-parrot",Lorículo filipino,,Coryllis des Philippines,,,,,,
3W7DN,"Pygmy Hanging Parrot, Pygmy Hanging-parrot",Lorículo exiguo,,Coryllis vert,,,,,,
3W7DK,"Sri Lanka Hanging Parrot, Sri Lanka Hanging-parrot",Lorículo de Ceilán,,Coryllis de Ceylan,,,,,,
65MFJ,"Gray-headed Lovebird, Grey-headed Lovebird",Inseparable malgache,inseparável-de-faces-cinzentas,Inséparable à tête grise,,,,,,
65MG2,Black-winged Lovebird,Inseparable abisinio,inseparável-de-asa-preta,Inséparable d'Abyssinie,,,,,,
65MG4,Rosy-faced Lovebird,Inseparable de Namibia,inseparável-de-faces-rosadas,Inséparable rosegorge,,,,,,
65MFH,Fischer's Lovebird,Inseparable de Fischer,inseparável-de-fisher,Inséparable de Fischer,,,,,,
65MFN,Lilian's Lovebird,Inseparable del Nyasa,inseparável-de-niassa,Inséparable de Lilian,,,,,,
65MFP,Black-collared Lovebird,Inseparable acollarado,inseparável-acollarado,Inséparable à collier noir,,,,,,
65MFS,Red-headed Lovebird,Inseparable carirrojo,inseparavel-de-cabeca-vermelha,Inséparable à tête rouge,,,,,,
65MFL,Black-cheeked Lovebird,Inseparable cachetón,inseparável-de-faces-pretas,Inséparable à joues noires,,,,,,
65MFM,Yellow-collared Lovebird,Inseparable cabecinegro,inseparável-mascarado,Inséparable masqué,,,,,,
C4DKL,"Comoro Parrot, Comoros Black Parrot",,,,,,,,,
C4DKK,"Seychelles Black Parrot, Seychelles Parrot",Loro de Seychelles,,Vaza des Seychelles,,,,,,
Y9CR,"Greater Vasa Parrot, Vasa Parrot",Loro vasa,papagaio-vasa,Grand Vaza,,,,,,
Y9CQ,"Black Parrot, Lesser Vasa Parrot",Loro negro,papagaio-preto,Vaza noir,,,,,,
4PKD4,Varied Lorikeet,Lori versicolor,lóris-versicolor,Loriquet versicolore,,,,,,
6RW4N,Bourke's Parrot,Periquito rosado,periquito-rosa,Perruche de Bourke,,,,,,
C4GYS,Naretha Bluebonnet,,,Perruche de Nareth,,,,,,
47QTT,"Bluebonnet, Eastern Bluebonnet, Greater Bluebonnet",Perico cariazul,periquito-de-bluebonnet,Perruche à bonnet bleu,,,,,,
6QVM3,Mascarene Parrot,Loro de las Mascareñas,papagaio-das-mascarenas,Mascarin de la Réunion,,,,,,
6WJXM,Nicobar Parakeet,Cotorra de Nicobar,periquito-de-nicobar,Perruche des Nicobar,,,,,,
4PKCB,"Blue-winged Parakeet, Malabar Parakeet",Cotorra de Malabar,periquito-de-malabar,Perruche de Malabar,,,,,,
4PKCF,Alexandrine Parakeet,Cotorra alejandrina,periquito-grande-alexandre,Perruche alexandre,,,,,,
4PKCD,"Derbyan Parakeet, Lord Derby's Parakeet",Cotorra de Derby,periquito-da-china,Perruche de Derby,,,,,,
4PKCJ,Slaty-headed Parakeet,Cotorra del Himalaya,periquito-himalayana,Perruche de l'Himalaya,,,,,,
4PKCM,Rose-ringed Parakeet,Cotorra de Kramer,periquito-rabijunco,Perruche à collier,,,,,,
C3KTQ,Echo Parakeet,Cotorra de Mauricio,periquito-de-maurícios,Perruche de Maurice,,,,,,
C3KTG,"Emerald-collared Parakeet, Layard's Parakeet",Cotorra de Ceilán,periquito-de-colarinho-verde,Perruche de Layard,,,,,,
4PKC7,Red-breasted Parakeet,Cotorra pechirroja,periquito-de-bigode,Perruche à moustaches,,,,,,
C3KTF,"Mascarene Grey Parakeet, Mauritius Gray Parrot, Mauritius Grey Parrot, Thirioux's Grey Parrot",Loro gris de Mauricio,papagaio-cinzento-das-maurícias,Perruche de Benson,,,,,,
4PKCN,Long-tailed Parakeet,Cotorra colilarga,periquito-mustache-cauda-longa,Perruche à longs brins,,,,,,
4PKCP,Blossom-headed Parakeet,Cotorra carirrosa,periquito-de-cabeça-rosa,Perruche à tête rose,,,,,,
4PKCQ,Seychelles Parakeet,Cotorra de Seychelles,periquito-das-seychelles,Perruche des Seychelles,,,,,,
4PKCH,"Gray-headed Parakeet, Grey-headed Parakeet",Cotorra de Finsch,periquito-de-cabeça-cinza,Perruche de Finsch,,,,,,
4PKCG,"Newton's Parakeet, Rodrigues Parakeet",Cotorra de Rodrigues,periquito-de-rodriguez,Perruche de Newton,,,,,,
4PKCC,Plum-headed Parakeet,Cotorra cabeciazul,periquito-cabeça-de-ameixa,Perruche à tête prune,,,,,,
37L6B,black-ledged sharpshooter,,,,,,,,,
C43VY,Stella's Lorikeet,,,,,,,,,
5XPQ9,Josephine's Lorikeet,Lori de Josefina,,Lori de Josephine,,,,,,
69Q29,"Papuan Lorikeet, West Papuan Lorikeet",Lori papú,,Lori papou,,,,,,
32WDG,"Double-eyed Fig Parrot, Double-eyed Fig-parrot",Lorito dobleojo,papagaio-do-figo-de-cara-azul,Psittacule double-oeil,,,,,,
32WDH,"Blue-fronted Fig-parrot, Orange-breasted Fig Parrot, Orange-breasted Fig-Parrot",Lorito pechinaranja,,Psittacule à poitrine orange,,,,,,
3W7GF,Purple-bellied Lory,Lori ventrivinoso,,Lori à ventre violet,,,,,,
3W7G9,White-naped Lory,Lori nuquiblanco,,Lori à nuque blanche,,,,,,
6QNYV,Chattering Lory,Lori gárrulo,lóris-amor-amor,Lori noira,,,,,,
3W7GG,Black-capped Lory,Lori tricolor,lóris-bailarino,Lori tricolore,,,,,,
3W7GC,Purple-naped Lory,Lori damisela,loris-de-nuca-roxa,Lori des dames,,,,,,
3W7GB,Yellow-bibbed Lory,Lori acollarado,lóris-de-colar-amarelo,Lori à collier jaune,,,,,,
4NMBX,Dusky Lory,Lori sombrío,lóris-dusky,Lori sombre,,,,,,
C3HM6,Cardinal Lory,Lori cardenal,lóris-cardinal,Lori cardinal,,,,,,
58CK3,"Coconut Lorikeet, Rainbow Lorikeet",Lori de cocotero,lóris-arco-íris,Loriquet à tête bleue,,,,,,
58CJW,Scaly-breasted Lorikeet,Lori escuamiverde,lóris-verde-de-peito-escamosos,Loriquet vert,,,,,,
58CJX,Olive-headed Lorikeet,Lori humilde,lóris-de-cabeça-amarilla,Loriquet eutèle,,,,,,
58CKB,"Pohnpei Lorikeet, Ponape Lory",Lori de Ponapé,,Loriquet de Ponapé,,,,,,
58CJV,Marigold Lorikeet,Lori embridado,lóris-de-timor,Loriquet harnaché,,,,,,
58CKF,Leaf Lorikeet,Lori de Flores,,Loriquet de Weber,,,,,,
58CJZ,Sunset Lorikeet,Lori pechiescarlata,lóris-de-forstein,Loriquet de Forsten,,,,,,
8J36L,sharpheaded sharpshooter,,,,,,,,,
58CKD,Red-collared Lorikeet,Lori cuellirrojo,lóris-de-colar-rojo,Loriquet à col rouge,,,,,,
7CS38,"Biak Lorikeet, Shawl-collared Lorikeet",Lori de Biak,,Loriquet de Biak,,,,,,
58CK8,Rainbow Lorikeet,Lori arcoiris,lóris-molucano,Loriquet arc-en-ciel,,,,,,
6KK2R,Musk Lorikeet,Lori almizclero,,Lori à bandeau rouge,,,,,,
C4BDQ,Palm Lorikeet,,,,,,,,,
C4BDR,Red-chinned Lorikeet,,,,,,,,,
C4BDN,New Caledonian Lorikeet,,,,,,,,,
C4BDP,Meek's Lorikeet,,,,,,,,,
5BG7C,Kuhl's Lorikeet,Lori de Rimatara,lóris-de-kuhl,Lori de Kuhl,,,,,,
5BG7F,Ultramarine Lorikeet,Lori ultramar,,Lori ultramarin,,,,,,
7FS3J,Stephen's Lorikeet,Lori de Stephen,,Lori de Stephen,,,,,,
C4BDS,Collared Lory,,,,,,,,,
C4BDM,Red-throated Lorikeet,,,,,,,,,
5BG7D,"Blue Lorikeet, Violet Lorikeet",Lori monjita,,Lori nonnette,,,,,,
KZ7KQ,watercress sharpshooter,,,,,,,,,
37L62,grass sharphooter,,,,,,,,,
5BG7B,"Blue-crowned Lorikeet, Blue-crowned Lory",Lori de Samoa,,Lori fringillaire,,,,,,
C43W6,Duchess Lorikeet,,,,,,,,,
C4HJZ,Iris Lorikeet,,,,,,,,,
C4HK6,"Mustard-capped Lorikeet, Yellow-cheeked Lorikeet",,,,,,,,,
C4HK7,Ornate Lorikeet,,,,,,,,,
C4HJY,"Citrine Lorikeet, Sula Lorikeet",,,,,,,,,
C4HK5,Mindanao Lorikeet,,,,,,,,,
C3MN9,Striated Lorikeet,,,,,,,,,
C43W8,Fairy Lorikeet,,,,,,,,,
C43WC,Blue-fronted Lorikeet,,,,,,,,,
C43VT,Pygmy Lorikeet,,,,,,,,,
C462D,Red-flanked Lorikeet,,,,,,,,,
C462L,Red-fronted Lorikeet,,,,,,,,,
C3M2Q,"Broad-billed Parrot, Raven Parrot",Loro de Pico Ancho,papagaio-de-bico-largo,Perruche à gros bec,,,,,,
C4CCD,Rodrigues Parrot,Loro de Rodríguez,,Perruche de Rodrigues,,,,,,
C3XVW,Little Lorikeet,Lori carirrojo,,Lori à masque rouge,,,,,,
C3XVV,Purple-crowned Lorikeet,Lori coronipúrpura,,Lori à couronne pourpre,,,,,,
6FL9N,Red Lory,Lori rojo,lóris-vermelho,Lori écarlate,,,,,,
6FKXR,Blue-eared Lory,Lori de Seram,,Lori masqué,,,,,,
6FKXM,Black-winged Lory,Lori alinegro,lóris-asa-negra,Lori à joues bleues,,,,,,
6FKY3,Violet-necked Lory,Lori escamoso,lóris-de-colar-violeta,Lori écaillé,,,,,,
6FL9M,Red-and-blue Lory,Lori de las Sangihe,lóris-arlequin,Lori arlequin,,,,,,
6FKXP,Blue-streaked Lory,Lori de las Tanimbar,lóris-de-crista-azul,Lori réticulé,,,,,,
TGQ4,Black Lory,Lori negro,lóris-negro,Lori noir,,,,,,
TGQ6,Brown Lory,Lori pardo,lóris-castanho,Lori de Duyvenbode,,,,,,
TGQ7,"Yellow-streaked Lory, Yellowish-streaked Lory",Lori chispeado,lóris-listrado-amarelo,Lori flamméché,,,,,,
C3JHS,Goldie's Lorikeet,,,,,,,,,
C3HGT,Mulga Parrot,Perico variado,periquito-de-mulga,Perruche multicolore,,,,,,
C3HGR,Hooded Parrot,Perico capirotado,periquito-encapuzado,Perruche à capuchon noir,,,,,,
C3HGQ,Golden-shouldered Parrot,Perico aligualdo,periquito-de-asas-douradas,Perruche à ailes d'or,,,,,,
V6QH,,,,,,Sumpfschmuckzikade,,,,
C3HGS,"Beautiful Parakeet, Paradise Parrot",Perico del paraíso,periquito-do-paraíso,Perruche de paradis,,,,,,
78JXC,"Madarasz's Tiger Parrot, Madarasz's Tiger-parrot",Lorito tigre de Madarasz,,Perruche de Madarasz,,,,,,
78K9C,"Modest Tiger Parrot, Modest Tiger-parrot",Lorito tigre modesto,,Perruche modeste,,,,,,
6WJXF,"Painted Tiger Parrot, Painted Tiger-parrot",Lorito tigre pintado,,Perruche peinte,,,,,,
6WK9C,"Brehm's Tiger Parrot, Brehm's Tiger-parrot",Lorito tigre de Brehm,,Perruche de Brehm,,,,,,
C3L3K,Simeulue Parrot,,,,,,,,,
4PKD5,Blue-rumped Parrot,Lorito dorsiazul,papagaio-de-rabadilha-azul,Perruche à croupion bleu,,,,,,
MBMG,Guaiabero,Lorito guayabero,guaiabero,Guaiabero lunulé,,,,,,
4PKCR,"Flame-headed Fig Parrot, Large Fig Parrot, Large Fig-parrot",Lorito de Desmarest,lóris-da-cabeça-dourada-de-desmarest,Psittacule de Desmarest,,,,,,
V6VM,,,,,,Grüne Schmuckzikade,,,,
4PKCT,"Salvadori's Fig Parrot, Salvadori's Fig-parrot, Yellow-cheeked Fig Parrot",Lorito de Salvadori,papagaio-dos-figos-de-salvador,Psittacule de Salvadori,,,,,,
4PKCS,"Edwards's Fig Parrot, Edwards's Fig-parrot, Scarlet-cheeked Fig Parrot",Lorito de Edwards,,Psittacule d'Edwards,,,,,,
434X9,"Buff-faced Pygmy Parrot, Buff-faced Pygmy-parrot",Microloro pusio,papagaio-pigmeu,Micropsitte à tête fauve,,,,,,
434X6,"Geelvink Pygmy Parrot, Geelvink Pygmy-parrot",Microloro de Geelvink,,Micropsitte de Geelvink,,,,,,
434X8,"Citrine Pygmy Parrot, Meek's Pygmy Parrot, Meek's Pygmy-Parrot, Yellow-breasted Pygmy Parrot, Yellow-breasted Pygmy-parrot",Microloro de Meek,,Micropsitte de Meek,,,,,,
434X7,"Yellow-capped Pygmy Parrot, Yellow-capped Pygmy-parrot",Microloro de las Kai,,Micropsitte pygmée,,,,,,
434X5,"Emerald Pygmy Parrot, Finsch's Pygmy Parrot, Finsch's Pygmy-Parrot, Green Pygmy Parrot, Green Pygmy-parrot",Microloro de Finsch,,Micropsitte de Finsch,,,,,,
WVW5,white leafhopper,,,,,,,,,
434X4,"Red-breasted Pygmy Parrot, Red-breasted Pygmy-parrot, Rose-breasted Pygmy Parrot",Microloro pechirrojo,papagaio-pigmeu-de-peito-vermelho,Micropsitte de Bruijn,,,,,,
46RCS,Yellow-billed Lorikeet,Lori montano grande,,Lori de Musschenbroek,,,,,,
46RCT,Orange-billed Lorikeet,Lori montano chico,lóris-de-bico-laranja,Lori émeraude,,,,,,
6STXR,Plum-faced Lorikeet,Lori bigotudo,,Lori bridé,,,,,,
54PRB,"Azure-rumped Parrot, Blue-backed Parrot",Loro de Müller,,Perruche de Müller,,,,,,
54PR5,Great-billed Parrot,Loro picogordo,,Perruche à bec de sang,,,,,,
C3RNW,Blue-backed Parrot,,,,,,,,,
54PR3,Blue-naped Parrot,Loro nuquiazul,papagaio-de-nuca-azul,Perruche de Luçon,,,,,,
54PQY,Black-lored Parrot,Loro de Buru,,Perruche de Buru,,,,,,
4KKQ2,Egyptian Plover,Pluvial,ave-do-crocodilo,Pluvian fluviatile,,,,,,
5XTCZ,Snowy Sheathbill,Picovaina de las Malvinas,pomba-antártica,Chionis blanc,,,,,,
69TCZ,Black-faced Sheathbill,Picovaina de las Kerguelen,pomba-antártica-de-cara-preta,Petit Chionis,,,,,,
